"Paper Name","DOI","Run ID","Method","Total Formulation Volume","API Name","API Initial Amount","Chitosan Molecular Weight/Type","Chitosan Initial Amount","Alginate Initial Amount","CS_ALG Ratio","Surfactant Type","Surfactant Initial Amount","Crosslinker Type","Crosslinker Initial Amount","Stirring Speed","Temperature","Sonication Time","pH","Particle Size","Zeta Potential","Encapsulation Efficiency","Data Extraction Remarks","Data Extraction Thoughts"
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","11","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.04% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.75% w/v",,"25 C",,"4.6","444 nm","-40.4 mV","90%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","12","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.11% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.75% w/v",,"25 C",,"4.6","495 nm","-38.2 mV","90%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","13","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","551 nm","-37.1 mV","94%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","14","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","552 nm","-37.5 mV","94%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","15","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","561 nm","-37.7 mV","95%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","1","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","1.75:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1100 rpm","25 C",,"5.15","525 nm","34.3 mV","25%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","2","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","3:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1300 rpm","25 C",,"5.5","611 nm","34 mV","19%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","3","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","1.75:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1100 rpm","25 C",,"5.15","522 nm","35 mV","27%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","4","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","3:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1100 rpm","25 C",,"5.5","898 nm","23 mV","22%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","5","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","0.5:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","900 rpm","25 C",,"5.15","189 nm","22 mV","76%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","6","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","0.5:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1300 rpm","25 C",,"5.15","256 nm","23 mV","70%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","7","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","1.75:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1300 rpm","25 C",,"4.8","557 nm","38 mV","22%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","8","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","3:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","900 rpm","25 C",,"5.15","802 nm","23 mV","20%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
"Response Surface Methodology for Statistical Optimization of Chitosan/Alginate Nanoparticles as a Vehicle for Recombinant Human Bone Morphogenetic Protein-2 Delivery","10.2147/IJN.S257731","9","Ionotropic gelation","5 mL","rhBMP-2","4 µL @ 1 µg/100 µL","CS (Low MW, 90% DDA)","1 mL @ 25 µL of 10 mg/mL stock","4 mL @ 130 µL of 10 mg/mL stock","0.5:1",,,"CaCl2","1 mL @ 26 µL of 10 mg/mL stock","1100 rpm","25 C",,"5.5","275 nm","23 mV","72%",,"- Constants & Hunted Values: Fixed constants from methods text: CS stock is 10 mg/mL, Alg stock is 10 mg/mL, CaCl2 stock is 10 mg/mL. For every run: 130 µL Alg stock diluted to 3 mL (total 4 mL after adding 1 mL CaCl2 working solution). 26 µL CaCl2 stock diluted to 1 mL. 25 µL CS stock diluted to 1 mL. 4 µL rhBMP-2 (1 µg/100 µL) added. CS is Low Mw (50-190 kDa), 90% DDA. Alg is 20-40 kDa. Temp is 25 C.
- DoE Mapping: A (pH): -1=4.8, 0=5.15, 1=5.5. B (Cs/Alg Mw ratio): -1=0.5, 0=1.75, 1=3. C (Stirring rate): -1=900, 0=1100, 1=1300.
- Volume Logic: Total Vol is explicitly stated as 4 mL in the pre-gelation stage, plus 1 mL of CS working solution added later, plus 4 µL of API. Total volume is ~5 mL.
- CQA Pairing Strategy: The DoE matrix in Table 1 contains both the independent variable codes and the dependent variable outputs (Size, LE, CR, Zeta, PDI, MDT) for all 17 runs. All inputs are directly paired with their CQA outputs in the same table row."
